account,age,job,marital,education,balance,cc
2121,48,entrepreneur,married,secondary,725,no
2122,51,entrepreneur,married,tertiary,5403,no
2123,32,technician,married,tertiary,4089,no
2124,35,technician,married,tertiary,188,no
2125,37,technician,married,unknown,189,no
2126,38,blue-collar,divorced,secondary,2998,no
2127,77,retired,married,secondary,610,no
2128,32,management,single,unknown,787,no
2129,43,technician,divorced,secondary,167,no
2130,36,management,single,tertiary,243,no
2131,29,management,married,tertiary,877,no
2132,32,admin.,single,secondary,2817,no
2133,41,management,divorced,tertiary,4567,no
2134,26,services,single,secondary,127,no
2135,34,blue-collar,married,primary,176,no
2136,57,retired,married,tertiary,0,no
2137,36,services,single,secondary,1482,no
2138,42,blue-collar,married,secondary,3052,no
2139,35,technician,divorced,secondary,56,no
2140,52,entrepreneur,divorced,primary,278,no
2141,36,management,single,tertiary,3875,no
2142,46,technician,married,secondary,337,no
2143,60,management,divorced,tertiary,366,no
2144,57,housemaid,married,primary,501,no
2145,48,management,married,tertiary,998,no
2146,59,self-employed,married,primary,0,no
2147,39,management,married,tertiary,246,no
2148,44,blue-collar,married,secondary,182,no
2149,27,management,single,tertiary,446,no
2150,59,retired,married,secondary,1173,no
2151,36,technician,divorced,secondary,5957,no
2152,44,admin.,married,secondary,205,no
2153,50,admin.,married,secondary,0,no
2154,41,management,divorced,tertiary,369,no
2155,47,admin.,married,secondary,1934,no
2156,32,technician,single,tertiary,259,no
2157,38,blue-collar,married,secondary,284,no
2158,55,blue-collar,married,unknown,23,no
2159,38,management,single,tertiary,1373,no
2160,31,management,single,tertiary,62,no
2161,38,blue-collar,divorced,secondary,157,no
2162,29,unemployed,single,tertiary,991,no
2163,55,services,married,secondary,186,no
2164,35,unemployed,married,secondary,977,no
2165,40,self-employed,single,tertiary,2893,no
2166,34,blue-collar,married,secondary,1897,no
2167,32,technician,single,tertiary,5514,no
2168,33,blue-collar,married,secondary,889,no
2169,33,management,married,tertiary,273,no
2170,37,admin.,married,secondary,1193,no
2171,58,management,married,tertiary,2729,no
2172,36,admin.,single,secondary,0,no
2173,42,blue-collar,married,secondary,230,no
2174,34,technician,single,secondary,2729,no
2175,35,management,married,tertiary,317,no
2176,60,housemaid,married,primary,517,no
2177,50,management,married,tertiary,470,no
2178,28,self-employed,single,tertiary,4579,no
2179,27,blue-collar,divorced,secondary,1,no
2180,37,management,married,tertiary,5106,no
2181,31,technician,married,tertiary,636,no
2182,34,services,married,secondary,1076,no
2183,38,management,married,tertiary,126,no
2184,32,self-employed,married,secondary,33,no
2185,37,technician,married,secondary,430,no
2186,33,admin.,married,secondary,6,no
2187,71,technician,married,tertiary,383,no
2188,27,technician,married,secondary,130,no
2189,38,blue-collar,married,primary,2569,no
2190,34,technician,single,secondary,201,no
2191,54,retired,divorced,tertiary,0,no
2192,30,blue-collar,married,secondary,6,no
2193,35,entrepreneur,single,secondary,475,no
2194,33,blue-collar,single,secondary,706,no
2195,36,management,married,secondary,1825,no
2196,59,self-employed,married,tertiary,185,no
2197,72,blue-collar,married,primary,4415,no
2198,64,management,married,tertiary,679,no
2199,53,technician,divorced,secondary,320,no
2200,35,management,single,tertiary,2988,no
2201,58,self-employed,married,secondary,1407,no
2202,40,technician,married,secondary,1270,no
2203,41,services,divorced,secondary,654,no
2204,48,retired,married,primary,5173,no
2205,44,entrepreneur,married,tertiary,3463,no
2206,39,blue-collar,married,unknown,0,no
2207,61,management,married,tertiary,6016,no
2208,36,entrepreneur,married,primary,177,no
2209,28,management,married,tertiary,3694,no
2210,58,retired,single,secondary,1640,no
2211,60,admin.,divorced,secondary,174,no
2212,66,admin.,single,secondary,10177,no
2213,36,management,single,tertiary,490,no
2214,49,self-employed,married,secondary,2576,no
2215,40,services,married,secondary,0,no
2216,23,technician,single,secondary,598,no
2217,29,management,single,tertiary,15459,no
2218,44,blue-collar,married,primary,271,no
2219,54,unknown,married,unknown,2508,no
2220,47,blue-collar,married,primary,320,no
2221,33,admin.,married,tertiary,640,no
2222,30,self-employed,married,secondary,1772,no
2223,27,admin.,single,secondary,15,no
2224,49,management,divorced,tertiary,2370,no
2225,27,services,single,secondary,201,no
2226,51,blue-collar,married,secondary,160,no
2227,32,admin.,divorced,secondary,5,no
2228,30,blue-collar,single,secondary,75,no
2229,33,admin.,married,secondary,4902,no
2230,27,blue-collar,single,primary,79,no
2231,75,retired,divorced,secondary,1341,no
2232,37,services,divorced,secondary,490,no
2233,36,technician,single,secondary,1521,no
2234,37,blue-collar,married,secondary,131,no
2235,35,management,married,tertiary,8,no
2236,32,services,married,secondary,632,no
2237,32,admin.,single,secondary,116,no
2238,35,admin.,married,primary,189,no
2239,31,blue-collar,married,primary,2,no
2240,28,blue-collar,single,secondary,4229,no
2241,27,services,married,secondary,54,no
2242,22,student,single,unknown,549,no
2243,35,blue-collar,married,primary,298,no
2244,69,retired,married,primary,579,no
2245,37,entrepreneur,single,tertiary,1467,no
2246,45,admin.,single,secondary,0,no
2247,47,management,married,tertiary,109,no
2248,52,management,married,tertiary,11,no
2249,33,services,married,secondary,90,no
2250,60,blue-collar,married,primary,493,no
2251,33,management,divorced,secondary,1897,no
2252,44,admin.,married,secondary,2403,no
2253,38,entrepreneur,married,secondary,868,no
2254,54,entrepreneur,married,secondary,653,no
2255,32,unemployed,divorced,primary,0,no
2256,33,technician,married,secondary,0,no
2257,55,services,divorced,secondary,218,no
2258,51,blue-collar,married,primary,5050,no
2259,48,blue-collar,married,secondary,741,no
2260,37,services,single,secondary,1050,no
2261,33,services,single,secondary,56,no
2262,30,blue-collar,married,primary,1,no
2263,43,blue-collar,married,primary,98,no
2264,49,technician,married,secondary,4667,no
2265,54,unemployed,married,primary,541,no
2266,31,unemployed,married,tertiary,7744,no
2267,54,unknown,married,unknown,895,no
2268,36,unemployed,married,secondary,129,no
2269,30,admin.,married,secondary,0,no
2270,27,technician,single,secondary,158,no
2271,30,admin.,married,secondary,122,no
2272,30,blue-collar,married,secondary,673,no
2273,35,technician,divorced,secondary,0,no
2274,33,services,divorced,secondary,411,no
2275,43,blue-collar,divorced,primary,97,no
2276,41,blue-collar,married,secondary,217,no
2277,41,management,divorced,tertiary,5037,no
2278,46,admin.,divorced,secondary,2232,no
2279,54,blue-collar,married,secondary,932,no
2280,32,management,married,tertiary,913,no
2281,30,technician,single,tertiary,236,no
2282,40,entrepreneur,married,primary,0,no
2283,30,blue-collar,married,primary,2581,no
2284,27,admin.,married,secondary,639,no
2285,41,blue-collar,married,primary,849,no
2286,54,services,married,secondary,386,no
2287,32,management,single,tertiary,1218,no
2288,31,management,married,tertiary,2603,no
2289,42,blue-collar,married,secondary,921,no
2290,48,admin.,married,primary,607,no
2291,34,blue-collar,married,primary,79,no
2292,55,technician,divorced,secondary,61,no
2293,49,technician,married,secondary,1091,no
2294,46,management,divorced,tertiary,743,no
2295,47,entrepreneur,married,unknown,209,no
2296,24,management,single,tertiary,172,no
2297,58,entrepreneur,married,secondary,2,no
2298,32,management,single,tertiary,41,no
2299,25,student,single,secondary,1116,no
2300,49,blue-collar,married,secondary,55,no
2301,59,retired,divorced,secondary,5845,no
2302,30,management,single,tertiary,329,no
2303,46,blue-collar,married,secondary,494,no
2304,42,management,married,unknown,1519,no
2305,37,entrepreneur,married,tertiary,2685,no
2306,44,blue-collar,married,primary,14,no
2307,49,services,married,secondary,5673,no
2308,41,blue-collar,married,secondary,1459,no
2309,48,technician,married,tertiary,0,no
2310,31,management,married,secondary,625,no
2311,37,student,married,unknown,0,no
2312,51,services,married,secondary,867,no
2313,80,retired,married,secondary,8304,no
2314,32,management,single,tertiary,151,no
2315,48,services,married,primary,583,no
2316,49,blue-collar,married,tertiary,1784,no
2317,30,management,married,tertiary,3134,no
2318,27,self-employed,single,secondary,49,no
2319,34,technician,married,secondary,346,no
2320,49,management,married,secondary,1623,no
2321,48,management,married,tertiary,60,no
2322,40,services,married,secondary,17,no
2323,38,blue-collar,married,secondary,2008,no
2324,46,blue-collar,married,primary,91,no
2325,41,entrepreneur,married,tertiary,171,no
2326,28,management,single,tertiary,1027,no
2327,51,services,married,unknown,5801,no
2328,33,blue-collar,divorced,primary,142,no
2329,26,management,single,tertiary,205,no
2330,34,admin.,single,secondary,852,no
2331,27,blue-collar,married,secondary,584,no
2332,42,self-employed,married,secondary,97,no
2333,45,admin.,married,secondary,204,no
2334,31,technician,single,secondary,628,no
2335,32,management,single,tertiary,311,no
2336,39,blue-collar,married,primary,1564,no
2337,26,blue-collar,single,secondary,856,no
2338,40,management,single,tertiary,1509,no
2339,52,services,married,secondary,888,no
2340,40,technician,single,tertiary,226,no
2341,48,technician,married,secondary,127,no
2342,31,services,married,secondary,413,no
2343,27,admin.,married,secondary,710,no
2344,47,technician,married,secondary,1233,no
2345,28,management,single,secondary,171,no
2346,40,management,divorced,tertiary,69,no
2347,34,admin.,married,secondary,1499,no
2348,29,self-employed,married,tertiary,751,no
2349,36,management,married,tertiary,61,no
2350,83,retired,married,primary,425,no
2351,55,services,divorced,primary,2923,no
2352,43,management,divorced,tertiary,99,no
2353,23,student,single,secondary,1021,no
2354,44,technician,married,tertiary,1146,no
2355,58,blue-collar,married,primary,781,no
2356,29,admin.,single,secondary,1448,no
2357,30,management,single,tertiary,604,no
2358,29,admin.,single,secondary,194,no
2359,41,technician,married,secondary,0,no
2360,35,housemaid,married,primary,0,no
2361,31,technician,single,secondary,1014,no
2362,27,admin.,single,tertiary,73,no
2363,47,services,married,secondary,2597,no
2364,53,self-employed,married,tertiary,2627,no
2365,34,management,married,tertiary,1906,no
2366,34,blue-collar,married,primary,319,no
2367,36,management,married,tertiary,296,no
2368,40,technician,married,secondary,169,no
2369,37,self-employed,single,tertiary,556,no
2370,65,retired,divorced,unknown,300,no
2371,53,technician,divorced,secondary,751,no
2372,28,technician,single,secondary,126,no
2373,33,technician,divorced,tertiary,386,no
2374,56,blue-collar,married,primary,379,no
2375,45,self-employed,married,secondary,706,no
2376,39,technician,married,secondary,9121,no
2377,28,management,single,tertiary,1466,no
2378,36,blue-collar,married,primary,0,no
2379,41,blue-collar,married,primary,951,no
2380,46,admin.,married,secondary,368,no
2381,41,blue-collar,married,secondary,121,no
2382,59,services,married,secondary,204,no
2383,24,admin.,married,secondary,299,no
2384,34,management,married,tertiary,4170,no
2385,40,blue-collar,married,primary,335,no
2386,42,admin.,married,secondary,3165,no
2387,50,services,married,secondary,254,no
2388,25,management,single,tertiary,553,no
2389,51,services,divorced,secondary,518,no
2390,50,management,married,tertiary,85,no
2391,37,blue-collar,married,unknown,603,no
2392,21,services,single,secondary,361,no
2393,52,blue-collar,married,secondary,98,no
2394,55,retired,married,primary,4424,no
2395,26,technician,single,secondary,2610,no
2396,38,technician,married,tertiary,3234,no
2397,32,blue-collar,married,secondary,687,no
2398,31,blue-collar,married,secondary,631,no
2399,34,technician,single,secondary,341,no
2400,33,technician,single,tertiary,316,no
2401,35,technician,married,secondary,2,no
2402,44,management,married,unknown,415,no
2403,48,management,divorced,tertiary,507,no
2404,29,blue-collar,married,secondary,912,no
2405,50,management,married,tertiary,0,no
2406,37,blue-collar,married,primary,37,no
2407,44,admin.,single,secondary,2524,no
2408,36,unemployed,single,tertiary,9019,no
2409,49,blue-collar,divorced,unknown,39,no
2410,31,blue-collar,married,secondary,0,no
2411,49,technician,divorced,secondary,265,no
2412,35,blue-collar,single,secondary,0,no
2413,57,admin.,divorced,unknown,4012,no
2414,42,blue-collar,married,primary,1520,no
2415,36,blue-collar,divorced,secondary,140,no
2416,75,retired,divorced,primary,852,no
2417,38,blue-collar,single,secondary,578,no
2418,40,blue-collar,married,primary,0,no
2419,38,services,single,secondary,2253,no
2420,34,management,single,tertiary,1171,no
2421,29,technician,single,tertiary,452,no
2422,28,admin.,married,secondary,97,no
2423,79,retired,married,secondary,4738,no
2424,51,admin.,divorced,secondary,467,no
2425,32,student,single,tertiary,0,no
2426,36,management,married,tertiary,495,no
2427,38,entrepreneur,married,secondary,157,no
2428,49,self-employed,married,secondary,358,no
2429,42,services,married,secondary,292,no
2430,43,blue-collar,married,primary,7343,no
2431,34,blue-collar,married,secondary,563,no
2432,59,retired,single,secondary,351,no
2433,35,unknown,married,primary,365,no
2434,33,blue-collar,single,secondary,13494,no
2435,34,admin.,single,secondary,846,no
2436,64,retired,married,secondary,1574,no
2437,34,entrepreneur,married,tertiary,28,no
2438,77,retired,married,tertiary,0,no
2439,57,retired,married,primary,2927,no
2440,30,blue-collar,married,secondary,501,no
2441,56,housemaid,divorced,primary,1238,no
2442,49,unknown,married,unknown,301,no
2443,73,retired,married,primary,1388,no
2444,39,technician,single,secondary,102,no
2445,57,technician,divorced,primary,13,no
2446,32,self-employed,married,secondary,413,no
2447,32,technician,single,tertiary,4665,no
2448,45,admin.,married,secondary,638,no
2449,32,blue-collar,married,secondary,101,no
2450,31,management,married,tertiary,1224,no
2451,49,self-employed,married,secondary,1103,no
2452,29,services,married,secondary,3748,no
2453,55,technician,married,secondary,955,no
2454,30,admin.,married,secondary,518,no
2455,45,services,single,primary,1893,no
2456,39,technician,married,tertiary,14,no
2457,36,admin.,married,secondary,423,no
2458,33,management,married,tertiary,3696,no
2459,36,management,married,tertiary,2987,no
2460,31,technician,single,secondary,433,no
2461,36,technician,married,unknown,756,no
2462,38,technician,single,tertiary,0,no
2463,33,unknown,married,secondary,2727,no
2464,40,technician,married,secondary,93,no
2465,31,blue-collar,married,secondary,1766,no
2466,39,services,married,secondary,124,no
2467,33,admin.,married,tertiary,69,no
2468,53,services,divorced,secondary,0,no
2469,38,management,married,tertiary,0,no
2470,59,technician,married,secondary,259,no
2471,55,blue-collar,married,primary,4103,no
2472,38,technician,single,tertiary,744,no
2473,48,services,married,secondary,116,no
2474,53,blue-collar,married,secondary,70,no
2475,44,admin.,divorced,secondary,432,no
2476,57,management,married,tertiary,1172,no
2477,29,blue-collar,single,secondary,9,no
2478,31,services,married,secondary,428,no
2479,35,technician,single,tertiary,7546,no
2480,31,blue-collar,married,primary,620,no
2481,35,self-employed,married,tertiary,8647,no
2482,40,management,single,secondary,192,no
2483,39,blue-collar,married,secondary,0,no
2484,43,technician,single,tertiary,27733,no
2485,44,entrepreneur,married,primary,276,no
2486,29,technician,single,secondary,113,no
2487,40,technician,married,secondary,782,no
2488,33,entrepreneur,married,primary,82,no
2489,46,management,married,tertiary,1008,no
2490,27,unknown,single,tertiary,6421,no
2491,26,admin.,single,secondary,443,no
2492,41,technician,married,secondary,351,no
2493,34,technician,married,tertiary,5060,no
2494,39,technician,single,tertiary,41,no
2495,27,services,single,secondary,124,no
2496,31,blue-collar,married,secondary,79,no
2497,44,unemployed,single,secondary,3945,no
2498,55,retired,married,tertiary,197,no
2499,51,blue-collar,divorced,primary,837,no
2500,50,management,married,tertiary,94,no
2501,30,services,married,secondary,1743,no
2502,46,technician,married,secondary,57,no
2503,49,admin.,married,secondary,635,no
2504,56,retired,married,secondary,113,no
2505,47,admin.,divorced,secondary,225,no
2506,30,admin.,married,secondary,124,no
2507,36,entrepreneur,single,secondary,475,no
2508,40,management,married,tertiary,7,no
2509,37,technician,single,secondary,375,no
2510,42,admin.,divorced,secondary,936,no
2511,45,technician,married,secondary,1415,no
2512,34,unemployed,single,secondary,0,no
2513,27,admin.,single,secondary,3638,no
2514,30,blue-collar,married,secondary,99,no
2515,32,technician,married,secondary,167,no
2516,46,housemaid,married,primary,19,no
2517,29,self-employed,married,tertiary,242,no
2518,53,unknown,married,unknown,13,no
2519,32,technician,married,secondary,286,no
2520,49,unemployed,married,secondary,769,no
2521,35,management,married,tertiary,93,no
2522,38,blue-collar,married,secondary,1663,no
2523,39,entrepreneur,married,primary,238,no
2524,34,technician,single,secondary,2178,no
2525,42,blue-collar,married,primary,792,no
2526,35,blue-collar,single,unknown,871,no
2527,60,admin.,married,secondary,1025,no
2528,57,technician,divorced,secondary,63,no
2529,31,blue-collar,single,secondary,16,no
2530,29,management,single,secondary,417,no
2531,41,services,married,secondary,3992,no
2532,46,blue-collar,married,primary,2749,no
2533,33,technician,married,secondary,133,no
2534,32,blue-collar,single,secondary,1721,no
2535,54,management,divorced,tertiary,2171,no
2536,37,services,married,secondary,4760,no
2537,32,technician,single,secondary,2979,no
2538,43,management,married,tertiary,690,no
2539,50,blue-collar,divorced,secondary,203,no
2540,34,blue-collar,married,secondary,322,no
2541,31,admin.,divorced,secondary,1210,no
2542,43,self-employed,married,secondary,634,no
2543,49,entrepreneur,married,secondary,273,no
2544,22,student,single,unknown,47,no
2545,35,management,married,tertiary,1100,no
2546,56,admin.,married,secondary,0,no
2547,53,blue-collar,married,secondary,0,no
2548,54,entrepreneur,married,tertiary,1544,no
2549,32,services,single,unknown,6145,no
2550,41,self-employed,married,secondary,28,no
2551,40,blue-collar,married,secondary,1012,no
2552,33,blue-collar,married,primary,245,no
2553,33,management,single,tertiary,1998,no
2554,34,blue-collar,married,secondary,3990,no
2555,36,services,married,secondary,1328,no
2556,34,entrepreneur,married,tertiary,412,no
2557,55,management,married,primary,229,no
2558,28,student,single,tertiary,1562,no
2559,29,admin.,single,secondary,3432,no
2560,31,admin.,single,secondary,144,no
2561,52,management,married,tertiary,1339,no
2562,54,services,married,unknown,386,no
2563,43,blue-collar,married,primary,7727,no
2564,55,entrepreneur,married,secondary,204,no
2565,28,blue-collar,divorced,unknown,101,no
2566,45,unemployed,divorced,secondary,728,no
2567,45,entrepreneur,married,primary,2418,no
2568,51,management,married,tertiary,2934,no
2569,42,technician,single,secondary,0,no
2570,43,unknown,single,unknown,181,no
2571,34,management,married,tertiary,176,no
2572,36,blue-collar,married,primary,49,no
2573,37,blue-collar,married,secondary,2023,no
2574,50,blue-collar,married,secondary,372,no
2575,42,management,divorced,unknown,7702,no
2576,34,blue-collar,single,primary,464,no
2577,48,management,married,secondary,117,no
2578,47,admin.,married,secondary,104,no
2579,40,management,married,tertiary,1041,no
2580,37,management,married,tertiary,539,no
2581,38,blue-collar,married,primary,0,no
2582,29,technician,single,tertiary,406,no
2583,46,blue-collar,married,primary,2558,no
2584,26,blue-collar,married,secondary,484,no
2585,30,services,single,tertiary,3516,no
2586,42,blue-collar,married,secondary,5639,no
2587,42,management,single,tertiary,100,no
2588,31,admin.,single,secondary,1306,no
2589,37,management,single,tertiary,815,no
2590,26,blue-collar,married,secondary,245,no
2591,54,blue-collar,married,unknown,191,no
2592,70,retired,married,secondary,2815,no
2593,29,self-employed,single,secondary,3672,no
2594,50,services,married,secondary,1572,no
2595,60,unemployed,divorced,secondary,385,no
2596,32,technician,single,secondary,29,no
2597,32,technician,married,secondary,84,no
2598,34,self-employed,single,tertiary,876,no
2599,48,services,single,primary,1499,no
2600,25,student,married,tertiary,0,no
2601,32,management,married,secondary,6217,no
2602,32,blue-collar,married,primary,329,no
2603,47,admin.,divorced,secondary,162,no
2604,32,technician,married,unknown,14533,no
2605,49,management,single,tertiary,151,no
2606,53,services,married,secondary,2,no
2607,41,blue-collar,single,unknown,4684,no
2608,47,management,divorced,tertiary,1149,no
2609,35,blue-collar,married,primary,11,no
2610,33,management,single,secondary,8004,no
2611,49,blue-collar,married,primary,1019,no
2612,46,management,divorced,tertiary,1297,no
2613,29,management,divorced,tertiary,415,no
2614,58,self-employed,married,primary,671,no
2615,40,admin.,single,secondary,2378,no
2616,34,management,married,tertiary,417,no
2617,60,retired,married,primary,71,no
2618,43,management,married,tertiary,1188,no
2619,50,blue-collar,married,primary,8139,no
2620,33,blue-collar,married,secondary,249,no
2621,37,blue-collar,married,primary,689,no
2622,55,self-employed,married,secondary,203,no
2623,45,blue-collar,single,primary,183,no
2624,47,blue-collar,married,primary,3451,no
2625,58,technician,married,secondary,116,no
2626,36,services,married,secondary,1746,no
2627,55,technician,married,secondary,0,no
2628,31,blue-collar,married,secondary,897,no
2629,38,technician,married,secondary,821,no
2630,42,blue-collar,married,secondary,130,no
2631,32,management,divorced,tertiary,1,no
2632,39,blue-collar,married,secondary,8,no
2633,41,technician,married,secondary,55,no
2634,59,blue-collar,married,primary,699,no
2635,42,unemployed,divorced,secondary,759,no
2636,33,blue-collar,married,secondary,687,no
2637,53,retired,married,secondary,4968,no
2638,43,blue-collar,married,primary,1211,no
2639,39,self-employed,single,tertiary,426,no
2640,27,entrepreneur,single,secondary,376,no
2641,39,management,married,tertiary,12,no
2642,27,blue-collar,single,secondary,23,no
2643,33,admin.,married,secondary,353,no
2644,29,services,divorced,secondary,330,no
2645,33,management,divorced,tertiary,0,no
2646,41,entrepreneur,married,secondary,353,no
2647,38,technician,single,tertiary,2273,no
2648,30,management,married,tertiary,0,no
2649,58,unemployed,married,tertiary,744,no
2650,37,services,single,secondary,608,no
2651,36,admin.,divorced,secondary,356,no
2652,45,blue-collar,married,primary,1291,no
2653,23,technician,single,secondary,306,no
2654,53,blue-collar,married,primary,306,no
2655,44,blue-collar,married,primary,312,no
2656,32,technician,single,secondary,493,no
2657,32,management,married,tertiary,71,no
2658,38,admin.,married,tertiary,669,no
2659,47,blue-collar,married,primary,556,no
2660,34,services,single,secondary,84,no
2661,52,services,married,secondary,108,no
2662,45,admin.,single,secondary,11,no
2663,50,blue-collar,married,primary,1164,no
2664,52,blue-collar,divorced,primary,191,no
2665,37,blue-collar,married,secondary,132,no
2666,51,blue-collar,married,secondary,2237,no
2667,32,management,married,tertiary,4761,no
2668,33,blue-collar,married,secondary,346,no
2669,28,unemployed,married,secondary,655,no
2670,66,management,married,tertiary,1048,no
2671,31,services,single,secondary,0,no
2672,35,blue-collar,married,primary,624,no
2673,47,services,single,unknown,1784,no
2674,36,admin.,single,secondary,1281,no
2675,32,technician,single,tertiary,569,no
2676,34,blue-collar,married,primary,1666,no
2677,40,admin.,married,secondary,168,no
2678,33,self-employed,married,tertiary,263,no
2679,39,blue-collar,married,secondary,405,no
2680,38,self-employed,married,secondary,279,no
2681,32,technician,single,secondary,0,no
2682,65,unknown,married,unknown,300,no
2683,34,unemployed,single,tertiary,415,no
2684,34,admin.,single,primary,0,no
2685,42,blue-collar,single,primary,1322,no
2686,31,services,married,secondary,1062,no
2687,47,technician,married,secondary,302,no
2688,44,technician,divorced,secondary,809,no
2689,38,housemaid,married,secondary,278,no
2690,28,management,single,tertiary,3238,no
2691,46,admin.,single,secondary,751,no
2692,51,blue-collar,divorced,primary,28,no
2693,42,management,divorced,tertiary,0,no
2694,37,technician,single,secondary,2442,no
2695,58,unemployed,married,tertiary,1798,no
2696,43,admin.,married,secondary,132,no
2697,36,management,single,tertiary,260,no
2698,34,blue-collar,married,secondary,7,no
2699,31,management,single,tertiary,3283,no
2700,49,technician,married,unknown,323,no
2701,54,management,married,tertiary,2960,no
2702,29,unemployed,single,secondary,486,no
2703,51,retired,divorced,secondary,343,no
2704,40,unemployed,divorced,secondary,507,no
2705,35,management,single,tertiary,5958,no
2706,25,student,single,secondary,304,no
2707,32,blue-collar,single,secondary,118,no
2708,30,self-employed,married,secondary,123,no
2709,38,management,married,tertiary,76,no
2710,46,admin.,married,secondary,70,no
2711,43,unemployed,married,primary,960,no
2712,32,technician,single,tertiary,2185,no
2713,29,blue-collar,single,secondary,309,no
2714,56,blue-collar,married,secondary,2190,no
2715,57,technician,married,primary,0,no
2716,38,admin.,married,secondary,3732,no
2717,51,technician,married,primary,1550,no
2718,35,admin.,single,tertiary,62,no
2719,37,blue-collar,married,primary,704,no
2720,48,management,married,secondary,4415,no
2721,30,blue-collar,single,secondary,4,no
2722,60,retired,married,secondary,262,no
2723,56,management,married,secondary,238,no
2724,45,blue-collar,married,primary,97,no
2725,38,technician,divorced,secondary,410,no
2726,20,student,single,secondary,1191,no
2727,59,retired,married,primary,47,no
2728,34,technician,married,tertiary,197,no
2729,36,blue-collar,married,unknown,6,no
2730,53,admin.,single,secondary,2398,no
2731,51,management,married,tertiary,630,no
2732,58,retired,married,secondary,235,no
2733,48,management,married,primary,1910,no
2734,56,management,married,tertiary,3172,no
2735,51,blue-collar,married,primary,872,no
2736,35,blue-collar,married,secondary,407,no
2737,40,admin.,single,secondary,100,no
2738,59,housemaid,married,secondary,345,no
2739,44,management,divorced,tertiary,2058,no
2740,49,housemaid,married,primary,889,no
2741,35,admin.,married,tertiary,0,no
2742,41,management,married,tertiary,51,no
2743,55,retired,married,primary,150,no
2744,51,self-employed,married,secondary,34,no
2745,27,services,single,secondary,795,no
2746,57,blue-collar,married,primary,282,no
2747,51,management,single,tertiary,2139,no
2748,38,management,married,tertiary,469,no
2749,49,admin.,married,secondary,197,no
2750,40,technician,single,tertiary,825,no
2751,47,housemaid,single,tertiary,3232,no
2752,48,management,divorced,secondary,1598,no
2753,47,services,married,tertiary,871,no
2754,56,services,married,secondary,83,no
2755,29,management,single,tertiary,1445,no
2756,38,technician,married,secondary,226,no
2757,32,management,married,tertiary,55,no
2758,42,admin.,single,secondary,243,no
2759,30,blue-collar,married,primary,336,no
2760,26,admin.,single,tertiary,3672,no
2761,35,technician,married,secondary,0,no
2762,35,technician,married,secondary,251,no
2763,35,self-employed,single,tertiary,44,no
2764,57,blue-collar,married,secondary,2887,no
2765,29,admin.,single,secondary,1992,no
2766,32,blue-collar,single,secondary,2,no
2767,45,technician,married,secondary,1415,no
2768,51,management,single,tertiary,297,no
2769,31,technician,single,secondary,1094,no
2770,50,self-employed,married,unknown,84,no
2771,38,blue-collar,single,secondary,1,no
2772,37,management,married,tertiary,347,no
2773,35,management,married,tertiary,1253,no
2774,37,unemployed,married,unknown,4565,no
2775,28,management,single,tertiary,781,no
2776,38,management,married,tertiary,7124,no
2777,43,management,married,secondary,17555,no
2778,43,management,married,unknown,5172,no
2779,56,management,married,tertiary,15520,no
2780,32,technician,single,tertiary,13711,no
2781,58,management,divorced,tertiary,1533,no
2782,47,management,married,tertiary,286,no
2783,31,blue-collar,single,secondary,219,no
2784,38,management,married,tertiary,0,no
2785,50,blue-collar,married,secondary,810,no
2786,32,blue-collar,married,secondary,300,no
2787,37,services,single,secondary,1175,no
2788,39,management,married,tertiary,0,no
2789,40,services,married,secondary,113,no
2790,41,blue-collar,married,secondary,641,no
2791,45,technician,married,secondary,1477,no
2792,31,admin.,married,secondary,0,no
2793,54,services,married,primary,8,no
2794,39,admin.,divorced,secondary,399,no
2795,56,admin.,divorced,secondary,435,no
2796,35,admin.,single,secondary,2830,no
2797,34,management,married,secondary,15,no
2798,31,technician,single,secondary,125,no
2799,38,technician,married,tertiary,45,no
2800,41,technician,married,tertiary,13,no
2801,44,entrepreneur,married,tertiary,0,no
2802,49,blue-collar,married,secondary,579,no
2803,30,services,single,secondary,432,no
2804,31,services,single,secondary,1987,no
2805,34,management,married,secondary,857,no
2806,70,retired,married,tertiary,15834,no
2807,45,management,married,tertiary,3370,no
2808,31,management,married,tertiary,6290,no
2809,57,admin.,married,secondary,808,no
2810,40,services,married,unknown,4075,no
2811,28,blue-collar,married,secondary,373,no
2812,44,admin.,single,secondary,101,no
2813,49,services,divorced,secondary,3250,no
2814,46,management,married,tertiary,1375,no
2815,34,management,married,tertiary,180,no
2816,58,technician,married,secondary,175,no
2817,52,services,married,secondary,381,no
2818,27,blue-collar,married,secondary,2171,no
2819,48,technician,married,secondary,340,no
2820,33,technician,divorced,secondary,10,no
2821,46,admin.,married,secondary,4958,no
2822,51,housemaid,married,unknown,21244,no
2823,31,management,married,tertiary,156,no
2824,35,technician,divorced,secondary,473,no
2825,37,admin.,single,secondary,781,no
2826,60,entrepreneur,married,primary,0,no
2827,40,technician,married,secondary,1819,no
2828,50,management,married,tertiary,4374,no
2829,34,entrepreneur,married,secondary,456,no
2830,32,technician,married,secondary,253,no
2831,36,services,single,secondary,774,no
2832,32,admin.,single,tertiary,59,no
2833,40,services,divorced,secondary,81,no
2834,37,blue-collar,married,primary,0,no
2835,57,management,married,tertiary,0,no
2836,46,management,married,tertiary,3,no
